34.073638,-84.677017,Taco Bell Acwort...
34.035985,-84.683302,Taco Bell Acworth...
34.087508,-84.575512,Taco Bell Acworth...
34.376395,-84.913185,Taco Bell Adairsvill...
33.22997,-86.805275,Taco Bell Alabaste...
31.570771,-84.10353,Taco Bell Albany...
31.597099,-84.176122,Taco Bell Albany...
34.280205,-86.217115,Taco Bell Albertvill...
32.92496,-85.961342,Taco Bell Alexander Cit...
34.071477,-84.296345,Taco Bell Alpharett...
34.047374,-84.223918,Taco Bell Alpharetta...
34.039588,-84.283254,Taco Bell Alpharetta...
32.072974,-84.222921,Taco Bell Americu...
33.671982,-85.826674,Taco Bell Annisto...
34.324462,-86.503055,Taco Bell Ara...
34.992219,-86.841402,Taco Bell Ardmore...
34.795116,-86.97191,Taco Bell Athens...
34.018008,-86.079099,Taco Bell Attall...
32.571331,-85.499655,Taco Bell Auburn...
32.609135,-85.479907,Taco Bell Auburn...
33.858498,-84.60189,Taco Bell Austel...
30.903723,-84.556037,Taco Bell Bainbridg...
30.906033,-87.79328,Taco Bell Bay Minett...
33.556383,-86.889051,Taco Bell Birmingha...
33.524131,-86.724876,Taco Bell Birmingham...
33.635282,-86.684056,Taco Bell Birmingham...
33.59453,-86.694742,Taco Bell Birmingham...
33.49763,-86.875722,Taco Bell Birmingham...
33.470013,-86.816966,Taco Bell Birmingham...
34.8831,-84.293899,Taco Bell Blue Ridg...
34.201107,-86.151229,Taco Bell Boa...
34.095209,-84.011894,Taco Bell Bufor...
33.145076,-86.749777,Taco Bell Caler...
34.176666,-84.420356,Taco Bell Canto...
34.2223,-84.503673,Taco Bell Canton...
33.587217,-85.057114,Taco Bell Carrollto...
33.544403,-85.073656,Taco Bell Carrollton...
34.170417,-84.782808,Taco Bell Cartersvill...
34.271508,-84.798907,Taco Bell Cartersville...
34.016057,-85.254238,Taco Bell Cedartow...
34.161747,-85.692739,Taco Bell Centr...
34.784434,-84.771556,Taco Bell Chatswort...
34.996237,-85.291147,Taco Bell Chattanooga...
34.888408,-85.267909,Taco Bell Chickamaug...
32.801186,-86.576412,Taco Bell Clanto...
32.555148,-84.946447,Taco Bell Columbus/1...
32.425341,-84.948505,Taco Bell Columbus/1...
32.519196,-84.955342,Taco Bell Columbus/1...
32.465342,-84.919767,Taco Bell Columbus...
32.472496,-84.987592,Taco Bell Columbus...
32.484926,-84.935962,Taco Bell Columbus...
32.524378,-84.88839,Taco Bell Columbus...
33.648244,-84.011856,Taco Bell Conyers...
30.731386,-86.566652,Taco Bell Crestvie...
34.158008,-86.836665,Taco Bell Cullma...
34.206722,-86.873404,Taco Bell Cullman...
34.252214,-84.088239,Taco Bell Cummin...
34.196869,-84.135598,Taco Bell Cumming...
31.306794,-85.714414,Taco Bell Daleville...
33.911058,-84.82554,Taco Bell Dalla...
34.760682,-84.995121,Taco Bell Dalto...
34.771985,-84.922717,Taco Bell Dalton...
34.796417,-84.962282,Taco Bell Dalton...
30.654113,-87.912144,Taco Bell Daphn...
33.715798,-84.215646,Taco Bell Decatur...
34.571424,-86.973028,Taco Bell Decatur...
34.571839,-87.014351,Taco Bell Decatur...
33.701519,-84.268396,Taco Bell Decatur...
33.75433,-84.267319,Taco Bell Decatur...
32.503039,-87.821677,Taco Bell Demopoli...
30.392476,-86.498396,Taco Bell Desti...
33.757265,-87.064921,Taco Bell Dor...
33.887468,-84.248611,Taco Bell Doravill...
31.216447,-85.361015,Taco Bell Dotha...
31.226023,-85.432143,Taco Bell Dothan...
31.236691,-85.459825,Taco Bell Dothan...
33.718512,-84.766099,Taco Bell Douglasvill...
33.75154,-84.722356,Taco Bell Douglasville...
34.003114,-84.169905,Taco Bell Dulut...
33.958057,-84.133918,Taco Bell Duluth...
34.679723,-84.487535,Taco Bell East Ellija...
34.989837,-85.21302,Taco Bell East Ridg...
33.61915,-84.243415,Taco Bell Ellenwoo...
31.32318,-85.831362,Taco Bell Enterpris...
31.440529,-86.953648,Taco Bell Evergreen...
33.717496,-87.817117,Taco Bell Fayett...
33.47132,-84.4473,Taco Bell Fayetteville/1...
34.820847,-87.681448,Taco Bell Florence...
34.825527,-87.644081,Taco Bell Florence...
30.39371,-87.68332,Taco Bell Fole...
33.632727,-84.357866,Taco Bell Forest Par...
34.944183,-85.22637,Taco Bell Fort Oglethorp...
34.437096,-85.750809,Taco Bell Fort Payn...
30.416551,-86.607497,Taco Bell Fort Walton Beac...
30.448367,-86.638431,Taco Bell Fort Walton Beach...
34.007986,-85.983625,Taco Bell Gadsde...
33.652223,-86.819279,Taco Bell Gardendal...
31.046207,-85.893043,Taco Bell Geneva...
31.835933,-86.630853,Taco Bell Greenville...
33.24722,-84.273798,Taco Bell Griffi...
33.27757,-84.291274,Taco Bell Griffin...
30.357759,-87.163888,Taco Bell Gulf Breez...
34.342547,-86.307539,Taco Bell Guntersvill...
34.21147,-87.620375,Taco Bell Haleyvill...
34.118399,-87.989494,Taco Bell Hamilto...
34.658019,-86.482886,Taco Bell Hampton Cov...
33.448592,-84.325086,Taco Bell Hampton...
34.436985,-86.939999,Taco Bell Hartsell...
33.283584,-86.855317,Taco Bell Helena...
33.891307,-84.754816,Taco Bell Hira...
33.985575,-85.864831,Taco Bell Hokes Bluf...
33.444114,-86.826613,Taco Bell Homewood...
33.450442,-86.984822,Taco Bell Hueytow...
34.764965,-86.48607,Taco Bell Huntsvill...
34.741158,-86.662532,Taco Bell Huntsville...
34.690282,-86.581582,Taco Bell Huntsville...
34.719613,-86.578994,Taco Bell Huntsville...
34.634183,-86.567058,Taco Bell Huntsville...
34.761813,-86.590082,Taco Bell Huntsville...
34.7348,-86.633875,Taco Bell Huntsville...
33.785605,-85.770014,Taco Bell Jacksonville...
34.466038,-84.460905,Taco Bell Jaspe...
33.849014,-87.279978,Taco Bell Jasper...
33.528193,-84.363476,Taco Bell Jonesboro...
34.000145,-84.59126,Taco Bell Kennesa...
34.057823,-84.592806,Taco Bell Kennesaw...
34.720804,-85.280165,Taco Bell La Fayett...
33.051273,-85.028938,Taco Bell Lagrang...
33.889469,-84.057706,Taco Bell Lawrenceville...
33.951387,-84.061032,Taco Bell Lawrenceville...
33.965479,-84.007838,Taco Bell Lawrenceville...
33.560223,-86.522897,Taco Bell Leed...
33.594359,-86.122022,Taco Bell Lincoln...
33.77988,-84.607621,Taco Bell Lithia Spring...
33.702531,-84.168202,Taco Bell Lithoni...
33.692266,-84.091365,Taco Bell Lithonia...
33.352214,-84.124288,Taco Bell Locust Grov...
30.22841,-85.649286,Taco Bell Lynn Have...
34.752697,-86.747007,Taco Bell Madiso...
34.677279,-86.749702,Taco Bell Madison...
30.769426,-85.204831,Taco Bell Mariann...
30.701555,-85.183965,Taco Bell Marianna...
33.924482,-84.574871,Taco Bell Mariett...
34.019885,-84.528291,Taco Bell Marietta...
33.945438,-84.624444,Taco Bell Marietta...
30.417628,-86.653669,Taco Bell Mary Esthe...
33.431706,-84.177113,Taco Bell McDonoug...
33.507746,-84.142253,Taco Bell McDonough...
34.872024,-86.571043,Taco Bell Meridianvill...
30.606722,-87.062585,Taco Bell Milto...
30.37771,-86.352962,Taco Bell Miramar Beac...
32.381582,-86.215604,Taco Bell Montgomer...
32.359559,-86.2172,Taco Bell Montgomery...
32.364153,-86.269979,Taco Bell Montgomery...
32.326279,-86.325015,Taco Bell Montgomery...
33.568475,-84.330193,Taco Bell Morro...
33.585846,-84.338763,Taco Bell Morrow...
34.482976,-87.273815,Taco Bell Moulto...
34.742044,-87.667791,Taco Bell Muscle Shoal...
30.401676,-86.860631,Taco Bell Navarr...
33.390683,-84.771023,Taco Bell Newna...
30.522572,-86.495114,Taco Bell Nicevill...
33.9268,-84.174881,Taco Bell Norcros...
33.909201,-84.206639,Taco Bell Norcross...
33.96715,-84.256601,Taco Bell Norcross...
33.239126,-87.575333,Taco Bell Northpor...
33.949936,-86.470697,Taco Bell Oneonta...
32.637154,-85.41445,Taco Bell Opelik...
33.606589,-85.826812,Taco Bell Oxfor...
31.447495,-85.657311,Taco Bell Ozar...
30.599281,-87.162921,Taco Bell Pac...
30.157708,-85.591198,Taco Bell Panama Cit...
30.221191,-85.887113,Taco Bell Panama City Beac...
30.188307,-85.757511,Taco Bell Panama City Beach...
30.192338,-85.83407,Taco Bell Panama City Beach...
30.190097,-85.711394,Taco Bell Panama City...
33.375958,-84.569057,Taco Bell Peachtree Cit...
33.583663,-86.278622,Taco Bell Pell Cit...
30.349378,-87.266033,Taco Bell Pensacol...
30.478469,-87.206052,Taco Bell Pensacola...
30.445296,-87.240548,Taco Bell Pensacola...
30.404679,-87.276755,Taco Bell Pensacola...
30.511463,-87.219719,Taco Bell Pensacola...
30.45806,-87.299702,Taco Bell Pensacola...
30.533164,-87.262229,Taco Bell Pensacola...
32.48032,-85.030559,Taco Bell Phenix Cit...
33.933808,-85.610591,Taco Bell Piedmont...
33.696915,-86.67977,Taco Bell Pinso...
33.858934,-84.671275,Taco Bell Powder Spring...
32.462502,-86.450833,Taco Bell Prattvill...
34.492949,-85.848196,Taco Bell Rainsvill...
34.901154,-85.136345,Taco Bell Ringgol...
33.564151,-84.413382,Taco Bell Riverdal...
34.011096,-85.039649,Taco Bell Rockmar...
34.244093,-85.161119,Taco Bell Rome...
34.272015,-85.229599,Taco Bell Rome...
34.027895,-84.334729,Taco Bell Roswel...
34.518362,-87.7164,Taco Bell Russellvill...
34.649837,-86.034065,Taco Bell Scottsbor...
32.431612,-87.036154,Taco Bell Selm...
33.407997,-84.670408,Taco Bell Sharpsbur...
33.856516,-84.023179,Taco Bell Snellvill...
33.929611,-86.023705,Taco Bell Southsid...
30.669595,-87.851786,Taco Bell Spanish For...
33.504658,-84.237566,Taco Bell Stockbridg...
33.549829,-84.275044,Taco Bell Stockbridge...
33.824114,-84.107251,Taco Bell Stone Mountai...
33.796264,-84.224516,Taco Bell Stone Mountain...
34.072957,-84.165997,Taco Bell Suwane...
34.063779,-84.07354,Taco Bell Suwanee...
34.026711,-84.049344,Taco Bell Suwanee...
33.435038,-86.081123,Taco Bell Talladeg...
30.506038,-84.249817,Taco Bell Tallahasse...
30.486758,-84.315552,Taco Bell Tallahassee...
30.459515,-84.35516,Taco Bell Tallahassee...
30.449122,-84.306815,Taco Bell Tallahassee...
30.427835,-84.220516,Taco Bell Tallahassee...
30.409891,-84.280756,Taco Bell Tallahassee...
33.736104,-85.285442,Taco Bell Tallapoos...
33.58567,-86.770582,Taco Bell Tarran...
32.917123,-84.333108,Taco Bell Thomasto...
30.783349,-84.016497,Taco Bell Thomasvill...
31.935914,-87.737701,Taco Bell Thomasville...
34.8709,-85.519289,Taco Bell Trenton...
31.777472,-85.936073,Taco Bell Tro...
33.63933,-86.614754,Taco Bell Trussvill...
33.854978,-84.209277,Taco Bell Tucke...
33.205302,-87.569628,Taco Bell Tuscaloos...
33.168176,-87.521815,Taco Bell Tuscaloosa...
32.422457,-85.692774,Taco Bell Tuskege...
33.569202,-84.540661,Taco Bell Union Cit...
32.827744,-85.174771,Taco Bell Valle...
33.724109,-84.937891,Taco Bell Villa Ric...
33.810924,-86.820487,Taco Bell Warrio...
32.524115,-86.20775,Taco Bell Wetumpk...
33.926654,-87.757477,Taco Bell Winfiel...
34.113051,-84.56005,Taco Bell Woodstoc...
